"acce.roundNo","turtle.ID","sex","cl","time","date","hour","month","year","julian","x","y","z","ODBA","airTemp","waterTemp","rainfall","roll_sum_24h","heavyRain","acce.netWeight"
1,331,"M",192,"2020-10-23 12:00:00",2020-10-23,12,10,"2020",297,0,0,0.00238069764436952,0.00567930875548059,18,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 12:00:00",2020-10-23,12,10,"2020",297,-0.0316289260869339,-0.00657246941426629,0.0108354969683095,0.0719358034543581,18,19,0,0,"no",34
1,531,"F",134,"2020-10-23 12:00:00",2020-10-23,12,10,"2020",297,-0.000911458333333333,-0.000528245083909112,-0.00203623687510407,0.0102117988348457,18,19,0,0,"no",24
1,331,"M",192,"2020-10-23 12:15:00",2020-10-23,12,10,"2020",297,0,-0.0019102425352425,0.0016972854619339,0.0088680877499237,18,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 12:15:00",2020-10-23,12,10,"2020",297,0.00358243644376458,0.000572628868527353,0,0.0114782109166875,18,19,0,0,"no",34
1,531,"F",134,"2020-10-23 12:15:00",2020-10-23,12,10,"2020",297,-4.42618362540281e-05,0,0,0.00409450304469836,18,19,0,0,"no",24
1,331,"M",192,"2020-10-23 12:30:00",2020-10-23,12,10,"2020",297,0,0,0,0,18.0625,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 12:30:00",2020-10-23,12,10,"2020",297,0.00480600942026723,0.000864155917866843,-0.00309533131798759,0.0143977225031913,18.0625,19,0,0,"no",34
1,531,"F",134,"2020-10-23 12:30:00",2020-10-23,12,10,"2020",297,0,0.000208333333333322,-0.000885416666666661,0.00942708333333333,18.0625,19,0,0,"no",24
1,331,"M",192,"2020-10-23 12:45:00",2020-10-23,12,10,"2020",297,0.000537350561764627,0,-0.000790295858655227,0.0127328536264083,18.125,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 12:45:00",2020-10-23,12,10,"2020",297,-0.0136956440911519,-0.0102111077941156,0.00514613424769675,0.0290528861329643,18.125,19,0,0,"no",34
1,531,"F",134,"2020-10-23 12:45:00",2020-10-23,12,10,"2020",297,0,0.00167114687711279,-0.00066275659315427,0.00952636378772742,18.125,19,0,0,"no",24
1,331,"M",192,"2020-10-23 13:00:00",2020-10-23,13,10,"2020",297,0,0.00185671533327786,0,0.00306949994449995,18.0625,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 13:00:00",2020-10-23,13,10,"2020",297,-0.000864155917866843,0,0,0.00216623925120019,18.0625,19,0,0,"no",34
1,531,"F",134,"2020-10-23 13:00:00",2020-10-23,13,10,"2020",297,-0.000603666082181708,0,0,0.00610031786789599,18.0625,19,0,0,"no",24
1,331,"M",192,"2020-10-23 13:15:00",2020-10-23,13,10,"2020",297,0,0,0,0,18.0625,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 13:15:00",2020-10-23,13,10,"2020",297,0,0,-0.00136727150887311,0.00345043682446028,18.0625,19,0,0,"no",34
1,531,"F",134,"2020-10-23 13:15:00",2020-10-23,13,10,"2020",297,0,0,0,0,18.0625,19,0,0,"no",24
1,331,"M",192,"2020-10-23 13:30:00",2020-10-23,13,10,"2020",297,0,0,0.000777228413947145,0.00643001746517372,18.0625,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 13:30:00",2020-10-23,13,10,"2020",297,0.00091145833333333,-0.00411949703941891,8.75562154858678e-05,0.00854542321827472,18.0625,19,0,0,"no",34
1,531,"F",134,"2020-10-23 13:30:00",2020-10-23,13,10,"2020",297,0.0106272362620019,0.00194733651764903,0,0.014264061676171,18.0625,19,0,0,"no",24
1,331,"M",192,"2020-10-23 13:45:00",2020-10-23,13,10,"2020",297,-0.000776599702380951,0.00158156188429626,-0.000294494459533501,0.00819700319212035,18.0625,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 13:45:00",2020-10-23,13,10,"2020",297,0.000776599702380962,0.00498669353649819,-0.00472179458995865,0.0119381865963897,18.0625,19,0,0,"no",34
1,531,"F",134,"2020-10-23 13:45:00",2020-10-23,13,10,"2020",297,-0.000742727866751294,0,-0.00135243716786684,0.00846994802072925,18.0625,19,0,0,"no",24
1,331,"M",192,"2020-10-23 14:00:00",2020-10-23,14,10,"2020",297,0,0,-2.78286166957853e-05,0.00420612102741011,18.0625,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 14:00:00",2020-10-23,14,10,"2020",297,0.122295884454088,0.045662760091471,0.0661591907441517,0.249794411317849,18.0625,19,0,0,"no",34
1,531,"F",134,"2020-10-23 14:00:00",2020-10-23,14,10,"2020",297,0,0,0.000846354166666674,0.0009765625,18.0625,19,0,0,"no",24
1,331,"M",192,"2020-10-23 14:15:00",2020-10-23,14,10,"2020",297,0,6.35784571331455e-05,0,0.00161052868572401,18,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 14:15:00",2020-10-23,14,10,"2020",297,0,-1.95334179709239e-05,-0.00229035558625401,0.0102232159116925,18,19,0,0,"no",34
1,531,"F",134,"2020-10-23 14:15:00",2020-10-23,14,10,"2020",297,0,0,0,0,18,19,0,0,"no",24
1,331,"M",192,"2020-10-23 14:30:00",2020-10-23,14,10,"2020",297,-0.00111247530681124,-0.000294494459533501,0,0.00603232487998113,18.0625,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 14:30:00",2020-10-23,14,10,"2020",297,-0.000433664642649031,0.00120873863549643,0,0.00487562296644328,18.0625,19,0,0,"no",34
1,531,"F",134,"2020-10-23 14:30:00",2020-10-23,14,10,"2020",297,0,0,0.000291624608030894,0.00679274067945945,18.0625,19,0,0,"no",24
1,331,"M",192,"2020-10-23 14:45:00",2020-10-23,14,10,"2020",297,0,0,0.000294494459533501,0.00185699445953352,18,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 14:45:00",2020-10-23,14,10,"2020",297,0.0527368085473554,-0.0516536279475733,0.0421251220567627,0.150356704385025,18,19,0,0,"no",34
1,531,"F",134,"2020-10-23 14:45:00",2020-10-23,14,10,"2020",297,-0.000812276373799811,0,0.000696672034562723,0.00790150875600099,18,19,0,0,"no",24
1,331,"M",192,"2020-10-23 15:00:00",2020-10-23,15,10,"2020",297,-0.000652106682380124,0.000433664642649018,0,0.0067404844504454,18.0625,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 15:00:00",2020-10-23,15,10,"2020",297,0.000372750079781298,0.00110175740058555,0.000475056627400328,0.00999220506056434,18.0625,19,0,0,"no",34
1,531,"F",134,"2020-10-23 15:00:00",2020-10-23,15,10,"2020",297,0.00197119232763764,-6.85187208624843e-05,0,0.0108097496036949,18.0625,19,0,0,"no",24
1,331,"M",192,"2020-10-23 15:15:00",2020-10-23,15,10,"2020",297,-0.000975036790466479,0,0,0.002391778685724,18.0625,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 15:15:00",2020-10-23,15,10,"2020",297,-0.00228800604777166,0.000766824863504545,0.000293052758873119,0.0223332114933677,18.0625,19,0,0,"no",34
1,531,"F",134,"2020-10-23 15:15:00",2020-10-23,15,10,"2020",297,0,0,0.0011581056747072,0.00653545944073286,18.0625,19,0,0,"no",24
1,331,"M",192,"2020-10-23 15:30:00",2020-10-23,15,10,"2020",297,0,0,0.000139170183115545,0.0029858298168845,18.0625,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 15:30:00",2020-10-23,15,10,"2020",297,-0.00225498243076366,-0.00265304357101231,-0.00206760199435979,0.0146062135564089,18.0625,19,0,0,"no",34
1,531,"F",134,"2020-10-23 15:30:00",2020-10-23,15,10,"2020",297,0.00190019128007409,0,0,0.00639702907769314,18.0625,19,0,0,"no",24
1,331,"M",192,"2020-10-23 15:45:00",2020-10-23,15,10,"2020",297,0,0,0,0,18.0625,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 15:45:00",2020-10-23,15,10,"2020",297,0,0.000433664642649018,0,0.00132414785735098,18.0625,19,0,0,"no",34
1,531,"F",134,"2020-10-23 15:45:00",2020-10-23,15,10,"2020",297,-0.00263504670242951,0,0.00132157881181319,0.00827907715114743,18.0625,19,0,0,"no",24
1,331,"M",192,"2020-10-23 16:00:00",2020-10-23,16,10,"2020",297,0.000964985535298033,-0.00292675531933344,0.00371551462860056,0.0115738617935884,18.0625,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 16:00:00",2020-10-23,16,10,"2020",297,0.000266833860583848,-0.000895726994359816,0,0.0125715728498932,18.0625,19,0,0,"no",34
1,531,"F",134,"2020-10-23 16:00:00",2020-10-23,16,10,"2020",297,-0.000833129544067046,0,0,0.00346984829406705,18.0625,19,0,0,"no",24
1,331,"M",192,"2020-10-23 16:15:00",2020-10-23,16,10,"2020",297,-0.000433664642649018,0.000294494459533515,0,0.00318114231688449,18.0625,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 16:15:00",2020-10-23,16,10,"2020",297,-0.0781014748055764,0.0354023417988262,-0.0466484876885268,0.768936310000763,18.0625,19,0,0,"no",34
1,531,"F",134,"2020-10-23 16:15:00",2020-10-23,16,10,"2020",297,0,0.00121026434502997,-0.00032515769820457,0.00363260871073373,18.0625,19,0,0,"no",24
1,331,"M",192,"2020-10-23 16:30:00",2020-10-23,16,10,"2020",297,0,0,0,0,18.0625,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 16:30:00",2020-10-23,16,10,"2020",297,0,0.00130336785610219,0,0.00604452513632198,18.0625,19,0,0,"no",34
1,531,"F",134,"2020-10-23 16:30:00",2020-10-23,16,10,"2020",297,0,0,0,0,18.0625,19,0,0,"no",24
1,331,"M",192,"2020-10-23 16:45:00",2020-10-23,16,10,"2020",297,0,0.00135243716786684,5.62642652486844e-05,0.00655312298378699,18,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 16:45:00",2020-10-23,16,10,"2020",297,-0.0129858449926809,0.0231088274789447,-0.0162384002716034,0.052333072743229,18,19,0,0,"no",34
1,531,"F",134,"2020-10-23 16:45:00",2020-10-23,16,10,"2020",297,0,0,0,0,18,19,0,0,"no",24
1,331,"M",192,"2020-10-23 17:00:00",2020-10-23,17,10,"2020",297,0.00099255941541098,0.00135243716786684,-0.000714717682491067,0.0132682069449647,18,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 17:00:00",2020-10-23,17,10,"2020",297,0,0,0.000440978834533506,0.00311024966786685,18,19,0,0,"no",34
1,531,"F",134,"2020-10-23 17:00:00",2020-10-23,17,10,"2020",297,0,0,0,0,18,19,0,0,"no",24
1,331,"M",192,"2020-10-23 17:15:00",2020-10-23,17,10,"2020",297,-0.00101198443483601,0,0.000677501751720488,0.0123150639508061,17.9375,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 17:15:00",2020-10-23,17,10,"2020",297,0,0,0.000325352815587238,0.00529079752712566,17.9375,19,0,0,"no",34
1,531,"F",134,"2020-10-23 17:15:00",2020-10-23,17,10,"2020",297,0,0.000388736155337688,0,0.00280446820974167,17.9375,19,0,0,"no",24
1,331,"M",192,"2020-10-23 17:30:00",2020-10-23,17,10,"2020",297,0,-0.000620099301739924,0,0.00117026528159339,17.9375,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 17:30:00",2020-10-23,17,10,"2020",297,0.0012234889676296,-0.00282874948402292,-0.00280253058573371,0.0156080329176032,17.9375,19,0,0,"no",34
1,531,"F",134,"2020-10-23 17:30:00",2020-10-23,17,10,"2020",297,0,-0.000448298127526043,-0.00374348894569486,0.00911189249884108,17.9375,19,0,0,"no",24
1,331,"M",192,"2020-10-23 17:45:00",2020-10-23,17,10,"2020",297,0,0,0,0,17.9375,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 17:45:00",2020-10-23,17,10,"2020",297,-0.000162844425539724,0,0,0.00295464355522949,17.9375,19,0,0,"no",34
1,531,"F",134,"2020-10-23 17:45:00",2020-10-23,17,10,"2020",297,0,0,0,0,17.9375,19,0,0,"no",24
1,331,"M",192,"2020-10-23 18:00:00",2020-10-23,18,10,"2020",297,0.000701479510073261,-0.000376321811868696,0,0.00321383802829116,17.9375,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 18:00:00",2020-10-23,18,10,"2020",297,0,-6.35784571331455e-05,0,0.00161052868572401,17.9375,19,0,0,"no",34
1,531,"F",134,"2020-10-23 18:00:00",2020-10-23,18,10,"2020",297,0.000346108427163113,3.99882235819771e-05,-0.00258924831678742,0.0141193604572511,17.9375,19,0,0,"no",24
1,331,"M",192,"2020-10-23 18:15:00",2020-10-23,18,10,"2020",297,0,0,0,0,17.6875,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 18:15:00",2020-10-23,18,10,"2020",297,0,0,0,0,17.6875,19,0,0,"no",34
1,531,"F",134,"2020-10-23 18:15:00",2020-10-23,18,10,"2020",297,0,0,0.000635226318820098,0.00387767614330112,17.6875,19,0,0,"no",24
1,331,"M",192,"2020-10-23 18:30:00",2020-10-23,18,10,"2020",297,-0.00355303333818959,-0.000661068532162246,-0.00121499865152211,0.0130737724731865,17.6875,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 18:30:00",2020-10-23,18,10,"2020",297,-0.000203087385704584,0.00145912843666746,0,0.0075639746538184,17.6875,19,0,0,"no",34
1,531,"F",134,"2020-10-23 18:30:00",2020-10-23,18,10,"2020",297,0,0.000433664642649031,9.91819595335119e-05,0.00305093398355118,17.6875,19,0,0,"no",24
1,331,"M",192,"2020-10-23 18:45:00",2020-10-23,18,10,"2020",297,0,0,0,0,17.6875,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 18:45:00",2020-10-23,18,10,"2020",297,-0.00104910280691531,-0.00214425873605562,0,0.00751468041507106,17.6875,19,0,0,"no",34
1,531,"F",134,"2020-10-23 18:45:00",2020-10-23,18,10,"2020",297,0,0,0,0,17.6875,19,0,0,"no",24
1,331,"M",192,"2020-10-23 19:00:00",2020-10-23,19,10,"2020",297,-0.0016554099422403,0,-0.000756033401122672,0.00478871636795745,17.6875,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 19:00:00",2020-10-23,19,10,"2020",297,0.000482105242847419,0,-0.00226389550120018,0.00501839740120991,17.6875,19,0,0,"no",34
1,531,"F",134,"2020-10-23 19:00:00",2020-10-23,19,10,"2020",297,0,0,0,0,17.6875,19,0,0,"no",24
1,331,"M",192,"2020-10-23 19:15:00",2020-10-23,19,10,"2020",297,0.00520833333333334,0,0.00104166666666661,0.00833333333333328,17.6875,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 19:15:00",2020-10-23,19,10,"2020",297,-0.000432138933115472,0,-0.000486476414210735,0.00901272934964342,17.6875,19,0,0,"no",34
1,531,"F",134,"2020-10-23 19:15:00",2020-10-23,19,10,"2020",297,0.00377900907686064,-0.00186628421491704,0,0.0115168414484821,17.6875,19,0,0,"no",24
1,331,"M",192,"2020-10-23 19:30:00",2020-10-23,19,10,"2020",297,0,0,0,0,17.6875,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 19:30:00",2020-10-23,19,10,"2020",297,-0.0064133159592144,0.000911458333333337,-0.000911458333333337,0.00864855901476997,17.6875,19,0,0,"no",34
1,531,"F",134,"2020-10-23 19:30:00",2020-10-23,19,10,"2020",297,0,0,0,0,17.6875,19,0,0,"no",24
1,331,"M",192,"2020-10-23 19:45:00",2020-10-23,19,10,"2020",297,0.000346880447983389,0.000735294117647069,0.000760916983343391,0.00689409650806713,17.75,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 19:45:00",2020-10-23,19,10,"2020",297,-0.00433802579798673,-0.00182291666666667,-0.00114496506098066,0.0165480163282898,17.75,19,0,0,"no",34
1,531,"F",134,"2020-10-23 19:45:00",2020-10-23,19,10,"2020",297,0,0,0,0,17.75,19,0,0,"no",24
1,331,"M",192,"2020-10-23 20:00:00",2020-10-23,20,10,"2020",297,0.231654524403548,-0.0537238640265984,0.0322899133201868,0.406407606065809,17.75,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 20:00:00",2020-10-23,20,10,"2020",297,-0.00226389550120021,-0.00020308738570457,0,0.00376979249049564,17.75,19,0,0,"no",34
1,531,"F",134,"2020-10-23 20:00:00",2020-10-23,20,10,"2020",297,-0.00193809554161117,0,0.00082765541749924,0.00887243724157788,17.75,19,0,0,"no",24
1,331,"M",192,"2020-10-23 20:15:00",2020-10-23,20,10,"2020",297,-0.0230822210558539,-0.0405091246643981,0.00764811631510851,0.15531648527254,17.75,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 20:15:00",2020-10-23,20,10,"2020",297,-0.00153155763507325,0,-0.000520917342206439,0.00468580627272034,17.75,19,0,0,"no",34
1,531,"F",134,"2020-10-23 20:15:00",2020-10-23,20,10,"2020",297,0,-0.00270477677704241,0,0.00646996774926463,17.75,19,0,0,"no",24
1,331,"M",192,"2020-10-23 20:30:00",2020-10-23,20,10,"2020",297,0.00111958099090452,0,0,0.00679582876274052,17.6875,19,0,0,"no",41
1,531,"F",134,"2020-10-23 20:30:00",2020-10-23,20,10,"2020",297,-0.00164379619946026,-0.000538635084533515,0,0.00527487920066044,17.6875,19,0,0,"no",24
1,331,"M",192,"2020-10-23 20:45:00",2020-10-23,20,10,"2020",297,0,0,0,0,17.6875,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 20:45:00",2020-10-23,20,10,"2020",297,0.00977496624469281,0.0112625357498405,-0.0151922892645549,0.0834256617948025,17.6875,19,0,0,"no",34
1,531,"F",134,"2020-10-23 20:45:00",2020-10-23,20,10,"2020",297,0.00453701842861999,0,-0.000911458333333337,0.00656454819052476,17.6875,19,0,0,"no",24
1,331,"M",192,"2020-10-23 21:00:00",2020-10-23,21,10,"2020",297,0,0.0005133971930847,0,0.00577499757187258,17.6875,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 21:00:00",2020-10-23,21,10,"2020",297,-0.00166954085411115,0,0.00111454571903791,0.00551669467685095,17.6875,19,0,0,"no",34
1,531,"F",134,"2020-10-23 21:00:00",2020-10-23,21,10,"2020",297,0,0,0.00213032139301664,0.00492854855647826,17.6875,19,0,0,"no",24
1,331,"M",192,"2020-10-23 21:15:00",2020-10-23,21,10,"2020",297,0,0,0,0,17.625,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 21:15:00",2020-10-23,21,10,"2020",297,-0.000794474622599614,0,0,0.00480448371073371,17.625,19,0,0,"no",34
1,531,"F",134,"2020-10-23 21:15:00",2020-10-23,21,10,"2020",297,0,0,-0.000294494459533501,0.00185699445953352,17.625,19,0,0,"no",24
1,331,"M",192,"2020-10-23 21:30:00",2020-10-23,21,10,"2020",297,0,0.000574384924970861,0,0.0049385429024101,17.6875,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 21:30:00",2020-10-23,21,10,"2020",297,0,0,0,0,17.6875,19,0,0,"no",34
1,531,"F",134,"2020-10-23 21:30:00",2020-10-23,21,10,"2020",297,0,0.00189107225240041,0,0.00384419725240041,17.6875,19,0,0,"no",24
1,331,"M",192,"2020-10-23 21:45:00",2020-10-23,21,10,"2020",297,0,0,0,0,17.625,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 21:45:00",2020-10-23,21,10,"2020",297,-0.00363405041139415,-8.14642172064506e-05,-0.00102708435227972,0.0125891036047286,17.625,19,0,0,"no",34
1,531,"F",134,"2020-10-23 21:45:00",2020-10-23,21,10,"2020",297,-0.000696902381472703,0,0,0.0056600544637654,17.625,19,0,0,"no",24
1,331,"M",192,"2020-10-23 22:00:00",2020-10-23,22,10,"2020",297,0,0,0,0,17.625,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 22:00:00",2020-10-23,22,10,"2020",297,0.00091145833333333,0.00257639766917109,0,0.0056463691473457,17.625,19,0,0,"no",34
1,531,"F",134,"2020-10-23 22:00:00",2020-10-23,22,10,"2020",297,0,0,0,0,17.625,19,0,0,"no",24
1,331,"M",192,"2020-10-23 22:15:00",2020-10-23,22,10,"2020",297,0,0,0,0,17.625,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 22:15:00",2020-10-23,22,10,"2020",297,-0.000433664642649031,-0.00164586661168695,0,0.00454777698430041,17.625,19,0,0,"no",34
1,531,"F",134,"2020-10-23 22:15:00",2020-10-23,22,10,"2020",297,0.000372907257672889,0,-0.000901190281073105,0.0114725796122281,17.625,19,0,0,"no",24
1,331,"M",192,"2020-10-23 22:30:00",2020-10-23,22,10,"2020",297,-0.00194992724289599,0,-0.000538635084533501,0.00812937333933426,17.625,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 22:30:00",2020-10-23,22,10,"2020",297,-0.00534922163340132,0,-0.00259262493149209,0.00908511518863078,17.625,19,0,0,"no",34
1,531,"F",134,"2020-10-23 22:30:00",2020-10-23,22,10,"2020",297,0,0,0,0,17.625,19,0,0,"no",24
1,331,"M",192,"2020-10-23 22:45:00",2020-10-23,22,10,"2020",297,0.00369324414734571,-0.00242962332806082,0,0.0162140133087399,17.625,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 22:45:00",2020-10-23,22,10,"2020",297,0,0,-0.000538551075660448,0.00447735315899375,17.625,19,0,0,"no",34
1,531,"F",134,"2020-10-23 22:45:00",2020-10-23,22,10,"2020",297,0,0,0,0,17.625,19,0,0,"no",24
1,331,"M",192,"2020-10-23 23:00:00",2020-10-23,23,10,"2020",297,9.36895008586598e-05,-0.000168619676891739,-0.00199167152292154,0.0160923737210503,17.6875,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 23:00:00",2020-10-23,23,10,"2020",297,0,0,-0.000776599702380948,0.0010370163690476,17.6875,19,0,0,"no",34
1,531,"F",134,"2020-10-23 23:00:00",2020-10-23,23,10,"2020",297,0,-0.000203087385704584,0.00138553395389329,0.00690872441360717,17.6875,19,0,0,"no",24
1,331,"M",192,"2020-10-23 23:15:00",2020-10-23,23,10,"2020",297,-1.78017512001971e-05,0,0,0.00301259341786686,17.6875,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 23:15:00",2020-10-23,23,10,"2020",297,0.000398061140248637,0,4.17551198801935e-05,0.0099580540986791,17.6875,19,0,0,"no",34
1,531,"F",134,"2020-10-23 23:15:00",2020-10-23,23,10,"2020",297,0,-0.00123280040272226,-0.00102933904203434,0.0077260928091006,17.6875,19,0,0,"no",24
1,331,"M",192,"2020-10-23 23:30:00",2020-10-23,23,10,"2020",297,0,0.00159744514064368,0,0.00466117063083976,17.625,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 23:30:00",2020-10-23,23,10,"2020",297,6.35784571331247e-05,6.35784571331455e-05,0,0.00322105737144802,17.625,19,0,0,"no",34
1,531,"F",134,"2020-10-23 23:30:00",2020-10-23,23,10,"2020",297,0.00113979445034132,0.00135243716786684,-0.000750139617327089,0.0119555981128246,17.625,19,0,0,"no",24
1,331,"M",192,"2020-10-23 23:45:00",2020-10-23,23,10,"2020",297,-0.000846354166666674,0,0,0.0009765625,17.6875,19,0,0,"no",41
1,471,"M",161.4,"2020-10-23 23:45:00",2020-10-23,23,10,"2020",297,0,-0.00181133970196473,0,0.00310698416167166,17.6875,19,0,0,"no",34
1,531,"F",134,"2020-10-23 23:45:00",2020-10-23,23,10,"2020",297,0,-0.000911458333333337,-0.000918772525217798,0.00436929335855116,17.6875,19,0,0,"no",24
1,331,"M",192,"2020-10-24 00:00:00",2020-10-24,0,10,"2020",298,-0.00275052909330255,0.00326862536335192,0,0.0122412526709402,17.625,19,0,0,"no",41
1,471,"M",161.4,"2020-10-24 00:00:00",2020-10-24,0,10,"2020",298,0,0,-0.000701479510073266,0.00110140510531137,17.625,19,0,0,"no",34
1,531,"F",134,"2020-10-24 00:00:00",2020-10-24,0,10,"2020",298,0.000244769336566218,0.00016292843441279,-0.00361633266906702,0.0154794044930764,17.625,19,0,0,"no",24
1,331,"M",192,"2020-10-24 00:15:00",2020-10-24,0,10,"2020",298,0,0.000525049399130274,0,0.00669288585189322,17.625,19,0,0,"no",41
1,471,"M",161.4,"2020-10-24 00:15:00",2020-10-24,0,10,"2020",298,0,0.000225975738671086,0,0.00292072565021781,17.625,19,0,0,"no",34
1,531,"F",134,"2020-10-24 00:15:00",2020-10-24,0,10,"2020",298,-0.00048844926774615,0.000300488899121723,6.35784571331455e-05,0.0123334185345904,17.625,19,0,0,"no",24
1,331,"M",192,"2020-10-24 00:30:00",2020-10-24,0,10,"2020",298,0,-0.00293835045673281,0,0.00612271715212892,17.6875,19,0,0,"no",41
1,471,"M",161.4,"2020-10-24 00:30:00",2020-10-24,0,10,"2020",298,0,0.00143999338335274,-0.00220031704406701,0.00819760209408643,17.6875,19,0,0,"no",34
1,531,"F",134,"2020-10-24 00:30:00",2020-10-24,0,10,"2020",298,0,0,0,0,17.6875,19,0,0,"no",24
1,331,"M",192,"2020-10-24 00:45:00",2020-10-24,0,10,"2020",298,0,0.00206080811549562,0,0.00352565186549562,17.6875,19,0,0,"no",41
1,471,"M",161.4,"2020-10-24 00:45:00",2020-10-24,0,10,"2020",298,0,0,0,0,17.6875,19,0,0,"no",34
1,531,"F",134,"2020-10-24 00:45:00",2020-10-24,0,10,"2020",298,0,-2.39777583527778e-05,0,0.00559503430597183,17.6875,19,0,0,"no",24
1,331,"M",192,"2020-10-24 01:00:00",2020-10-24,1,10,"2020",298,-0.000106717730798603,0.00308983806226453,0,0.0116053192110177,17.625,19,0,0,"no",41
1,471,"M",161.4,"2020-10-24 01:00:00",2020-10-24,1,10,"2020",298,0.0032358917124542,0.00323589171245423,-0.00385599101419409,0.0103277744391025,17.625,19,0,0,"no",34
1,531,"F",134,"2020-10-24 01:00:00",2020-10-24,1,10,"2020",298,-0.0011971969003219,0,0,0.00459811455905206,17.625,19,0,0,"no",24
1,331,"M",192,"2020-10-24 01:15:00",2020-10-24,1,10,"2020",298,0,0,0.00344655344655342,0.00623892039333209,17.5625,19,0,0,"no",41
1,471,"M",161.4,"2020-10-24 01:15:00",2020-10-24,1,10,"2020",298,-0.000620099301739927,0,0,0.00117026528159341,17.5625,19,0,0,"no",34
1,531,"F",134,"2020-10-24 01:15:00",2020-10-24,1,10,"2020",298,-0.00402764282158814,-0.00118822421068517,0.00208592405858032,0.0171590237019924,17.5625,19,0,0,"no",24
1,331,"M",192,"2020-10-24 01:30:00",2020-10-24,1,10,"2020",298,0,-0.000571731870559991,0.00126237423600703,0.0116132700849497,17.3125,19,0,0,"no",41
1,471,"M",161.4,"2020-10-24 01:30:00",2020-10-24,1,10,"2020",298,-0.00225936715194528,-0.00109336464316931,0.000620099301739924,0.013453102344704,17.3125,19,0,0,"no",34
1,531,"F",134,"2020-10-24 01:30:00",2020-10-24,1,10,"2020",298,0,0,6.35784571331455e-05,0.00161052868572401,17.3125,19,0,0,"no",24
1,331,"M",192,"2020-10-24 01:45:00",2020-10-24,1,10,"2020",298,0,0,0,0,17.3125,19,0,0,"no",41
1,471,"M",161.4,"2020-10-24 01:45:00",2020-10-24,1,10,"2020",298,0.000193968358030861,-0.000269256568084658,-0.000581493159618141,0.0176952008494977,17.3125,19,0,0,"no",34
1,531,"F",134,"2020-10-24 01:45:00",2020-10-24,1,10,"2020",298,0,0,0,0,17.3125,19,0,0,"no",24
1,331,"M",192,"2020-10-24 02:00:00",2020-10-24,2,10,"2020",298,0,0,0,0,17.3125,19,0,0,"no",41
1,471,"M",161.4,"2020-10-24 02:00:00",2020-10-24,2,10,"2020",298,0,-0.00263524181981215,0,0.00551884367802333,17.3125,19,0,0,"no",34
1,531,"F",134,"2020-10-24 02:00:00",2020-10-24,2,10,"2020",298,0,0,0,0,17.3125,19,0,0,"no",24
1,331,"M",192,"2020-10-24 02:15:00",2020-10-24,2,10,"2020",298,-0.000620099301739938,0,0,0.00117026528159341,17.3125,19,0,0,"no",41
