"ID","acce.roundNo","turtle.ID","sex","cl","time","date","hour","month","year","julian","x","y","z","ODBA","airTemp","waterTemp","rainfall","roll_sum_24h","heavyRain","acce.netWeight","ID_old","ODBA.scaled","state"
"331-1-1","1","331","M",192,"2020-10-13 22:00:00",2020-10-13,22,10,2020,287,-0.00138515726894636,-4.13919847513655e-05,0.00100579487786517,0.0134452353202353,-0.0636013548191095,0.136014053308673,0.686889987447642,2.04268841446846,"yes",0.771534170892113,"331-1",-4.23739065442229,1
"331-1-1","1","331","M",192,"2020-10-13 22:15:00",2020-10-13,22,10,2020,287,0,0,0,0,-0.0905203127137434,0.136014053308673,0.686889987447642,2.04268841446846,"yes",0.771534170892113,"331-1",-6.90775527898214,1
"331-1-1","1","331","M",192,"2020-10-13 22:30:00",2020-10-13,22,10,2020,287,0.000864155917866843,5.86869727494943e-05,-0.000262839374167489,0.0151895169717435,-0.0905203127137434,0.136014053308673,0.686889987447642,2.04268841446846,"yes",0.771534170892113,"331-1",-4.12339134671336,1
"331-1-1","1","331","M",192,"2020-10-13 22:45:00",2020-10-13,22,10,2020,287,-4.57767059330039e-05,0,0.000247192044067035,0.008497546290515,-0.0905203127137434,0.136014053308673,0.686889987447642,2.04268841446846,"yes",0.771534170892113,"331-1",-4.65672179894596,1
"331-1-1","1","331","M",192,"2020-10-13 23:00:00",2020-10-13,23,10,2020,287,0,-0.000543400635312395,-0.000735294117647069,0.0052965518958166,-0.0905203127137434,0.136014053308673,0.143650248120202,2.07206902755603,"yes",0.771534170892113,"331-1",-5.06775311354224,1
"331-1-1","1","331","M",192,"2020-10-13 23:15:00",2020-10-13,23,10,2020,287,0,0,0.00105507285683068,0.00643888175626459,-0.0905203127137434,0.136014053308673,0.143650248120202,2.07206902755603,"yes",0.771534170892113,"331-1",-4.90103474301089,1
"331-1-1","1","331","M",192,"2020-10-13 23:30:00",2020-10-13,23,10,2020,287,0,0,0.000315250071109413,0.00629961943438509,-0.0905203127137434,0.136014053308673,0.143650248120202,2.07206902755603,"yes",0.771534170892113,"331-1",-4.91993306446274,1
"331-1-1","1","331","M",192,"2020-10-13 23:45:00",2020-10-13,23,10,2020,287,0,0,0.00299185948600009,0.00442584216998279,-0.0905203127137434,0.136014053308673,0.143650248120202,2.07206902755603,"yes",0.771534170892113,"331-1",-5.21658215289739,1
"331-1-1","1","331","M",192,"2020-10-14 00:00:00",2020-10-14,0,10,2020,288,0,0,0.000732337866126892,0.00405265036612693,-0.0905203127137434,0.136014053308673,0.143650248120202,1.98392718829331,"yes",0.771534170892113,"331-1",-5.2878423483917,1
"331-1-1","1","331","M",192,"2020-10-14 00:15:00",2020-10-14,0,10,2020,288,0,0,0,0,-0.0905203127137434,0.136014053308673,0.143650248120202,1.98392718829331,"yes",0.771534170892113,"331-1",-6.90775527898214,1
"331-1-1","1","331","M",192,"2020-10-14 00:30:00",2020-10-14,0,10,2020,288,-0.000812276373799825,0.00501912367146742,0,0.00752715979766763,-0.0905203127137434,0.136014053308673,0.143650248120202,1.98392718829331,"yes",0.771534170892113,"331-1",-4.7644989391999,1
"331-1-1","1","331","M",192,"2020-10-14 00:45:00",2020-10-14,0,10,2020,288,0,0,2.52378914488149e-05,0.00411183597218753,-0.0905203127137434,0.136014053308673,0.143650248120202,1.98392718829331,"yes",0.771534170892113,"331-1",-5.27619664923947,1
"331-1-1","1","331","M",192,"2020-10-14 01:00:00",2020-10-14,1,10,2020,288,0,0,-0.000809696488407424,0.00625054470269315,-0.0905203127137434,0.136014053308673,-0.127969621543519,1.92516596211817,"yes",0.771534170892113,"331-1",-4.92667868153182,1
"331-1-1","1","331","M",192,"2020-10-14 01:15:00",2020-10-14,1,10,2020,288,0.00236922907821349,0,-0.00271679004589162,0.011961484153867,-0.0905203127137434,0.136014053308673,-0.127969621543519,1.92516596211817,"yes",0.771534170892113,"331-1",-4.34577307656941,1
"331-1-1","1","331","M",192,"2020-10-14 01:30:00",2020-10-14,1,10,2020,288,0,0,-7.22503408050468e-05,0.0065043273783508,-0.0905203127137434,0.136014053308673,-0.127969621543519,1.92516596211817,"yes",0.771534170892113,"331-1",-4.89227544105091,1
"331-1-1","1","331","M",192,"2020-10-14 01:45:00",2020-10-14,1,10,2020,288,0,0,0,0,-0.0905203127137434,0.136014053308673,-0.127969621543519,1.92516596211817,"yes",0.771534170892113,"331-1",-6.90775527898214,1
"331-1-1","1","331","M",192,"2020-10-14 02:00:00",2020-10-14,2,10,2020,288,0.000317843506320109,0,-0.00110739954489952,0.0107816364408161,-0.0905203127137434,0.136014053308673,-0.127969621543519,1.86640473594302,"yes",0.771534170892113,"331-1",-4.44121319352932,1
"331-1-1","1","331","M",192,"2020-10-14 02:15:00",2020-10-14,2,10,2020,288,0.000685409425643796,0.00253441220238095,0,0.00930551111215177,-0.0905203127137434,0.136014053308673,-0.127969621543519,1.86640473594302,"yes",0.771534170892113,"331-1",-4.57507646740759,1
