10 : 0 : 0 : 1.64,2,161,211,21.5
10 : 0 : 0 : 1.128,2,162,213,22
10 : 0 : 0 : 1.192,2,162,212,21
10 : 0 : 0 : 1.256,2,163,213,22
10 : 0 : 0 : 1.320,1,162,212,21.5
10 : 0 : 0 : 1.384,0,162,213,21
10 : 0 : 0 : 1.448,1,162,212,21
10 : 0 : 0 : 1.512,2,162,213,21.5
10 : 0 : 0 : 1.576,2,162,211,21.5
10 : 0 : 0 : 1.640,2,162,211,21.5
10 : 0 : 0 : 1.704,2,163,211,21
10 : 0 : 0 : 1.768,1,162,212,21.5
10 : 0 : 0 : 1.832,2,162,212,21.5
10 : 0 : 0 : 1.896,2,162,211,21.5
10 : 0 : 0 : 1.960,2,162,212,21.5
10 : 0 : 0 : 1.1024,1,161,211,21
10 : 0 : 0 : 2.0,3,162,211,21.5
10 : 0 : 0 : 2.64,1,163,212,21.5
10 : 0 : 0 : 2.128,2,161,211,22
10 : 0 : 0 : 2.192,1,162,212,21
10 : 0 : 0 : 2.256,3,161,212,22
10 : 0 : 0 : 2.320,1,163,212,21.5
10 : 0 : 0 : 2.384,2,162,212,21.5
10 : 0 : 0 : 2.448,1,161,211,21.5
10 : 0 : 0 : 2.512,3,162,212,21.5
10 : 0 : 0 : 2.576,1,162,212,21.5
10 : 0 : 0 : 2.640,1,163,212,21.5
10 : 0 : 0 : 2.704,2,162,211,22
10 : 0 : 0 : 2.768,3,163,212,21.5
10 : 0 : 0 : 2.832,2,162,211,21.5
10 : 0 : 0 : 2.896,2,162,212,21.5
10 : 0 : 0 : 2.960,2,163,211,21.5
10 : 0 : 0 : 3.0,2,163,211,21.5
10 : 0 : 0 : 3.64,1,162,213,22
10 : 0 : 0 : 3.128,2,162,212,21.5
10 : 0 : 0 : 3.192,1,162,211,22
10 : 0 : 0 : 3.256,2,162,211,21.5
10 : 0 : 0 : 3.320,1,163,212,21.5
10 : 0 : 0 : 3.384,2,162,211,21.5
10 : 0 : 0 : 3.448,3,162,211,22
