10 : 0 : 0 : 1.64,42,68,243,20.5
10 : 0 : 0 : 1.128,42,69,244,20.5
10 : 0 : 0 : 1.192,42,70,244,20.5
10 : 0 : 0 : 1.256,42,68,243,20.5
10 : 0 : 0 : 1.320,41,67,243,20.5
10 : 0 : 0 : 1.384,42,66,243,20.5
10 : 0 : 0 : 1.448,42,68,244,20.5
10 : 0 : 0 : 1.512,41,71,244,20.5
10 : 0 : 0 : 1.576,42,70,243,20.5
10 : 0 : 0 : 1.640,42,67,243,20.5
10 : 0 : 0 : 1.704,42,66,243,20.5
10 : 0 : 0 : 1.768,41,68,243,20.5
10 : 0 : 0 : 1.832,42,69,244,20.5
10 : 0 : 0 : 1.896,42,70,244,20.5
10 : 0 : 0 : 1.960,42,68,243,20.5
10 : 0 : 0 : 1.1024,42,67,243,20.5
10 : 0 : 0 : 2.0,42,66,243,20.5
10 : 0 : 0 : 2.64,42,68,243,20.5
10 : 0 : 0 : 2.128,42,70,244,20.5
10 : 0 : 0 : 2.192,41,70,244,20.5
10 : 0 : 0 : 2.256,42,68,243,20.5
10 : 0 : 0 : 2.320,42,65,243,20.5
10 : 0 : 0 : 2.384,42,66,243,20.5
10 : 0 : 0 : 2.448,41,70,244,20.5
10 : 0 : 0 : 2.512,42,71,244,20.5
10 : 0 : 0 : 2.576,42,69,244,20.5
10 : 0 : 0 : 2.640,42,67,243,20.5
10 : 0 : 0 : 2.704,41,66,243,20.5
10 : 0 : 0 : 2.768,42,68,244,20.5
10 : 0 : 0 : 2.832,42,69,244,20.5
10 : 0 : 0 : 2.896,42,69,243,20.5
10 : 0 : 0 : 2.960,42,67,243,20.5
10 : 0 : 0 : 3.0,42,67,243,20.5
10 : 0 : 0 : 3.64,42,68,243,20.5
10 : 0 : 0 : 3.128,42,68,243,20.5
10 : 0 : 0 : 3.192,42,68,243,20.5
10 : 0 : 0 : 3.256,42,68,243,20.5
10 : 0 : 0 : 3.320,42,68,243,20.5
10 : 0 : 0 : 3.384,42,69,244,20.5
10 : 0 : 0 : 3.448,42,68,243,20.5
10 : 0 : 0 : 3.512,42,68,243,20.5
10 : 0 : 0 : 3.576,42,67,243,20.5
10 : 0 : 0 : 3.640,42,68,243,20.5
10 : 0 : 0 : 3.704,42,68,244,20.5
10 : 0 : 0 : 3.768,42,67,243,20.5
10 : 0 : 0 : 3.832,42,68,243,20.5
10 : 0 : 0 : 3.896,42,68,243,20.5
10 : 0 : 0 : 3.960,42,69,244,20.5
10 : 0 : 0 : 4.0,42,68,243,20.5
10 : 0 : 0 : 4.64,41,69,243,20.5
10 : 0 : 0 : 4.128,41,68,243,20.5
10 : 0 : 0 : 4.192,42,67,243,20.5
10 : 0 : 0 : 4.256,42,67,243,20.5
10 : 0 : 0 : 4.320,41,68,243,20.5
10 : 0 : 0 : 4.384,42,70,244,20.5
10 : 0 : 0 : 4.448,42,69,244,20.5
10 : 0 : 0 : 4.512,42,68,243,20.5
10 : 0 : 0 : 4.576,42,67,243,20.5
10 : 0 : 0 : 4.640,42,67,243,20.5
10 : 0 : 0 : 4.704,42,68,244,20.5
10 : 0 : 0 : 4.768,42,70,244,20.5
10 : 0 : 0 : 4.832,42,68,243,20.5
10 : 0 : 0 : 4.896,42,67,243,20.5
10 : 0 : 0 : 4.960,42,67,243,20.5
10 : 0 : 0 : 5.0,43,69,244,20.5
10 : 0 : 0 : 5.64,43,59,251,20.5
10 : 0 : 0 : 5.128,31,59,249,20.5
10 : 0 : 0 : 5.192,57,80,246,20.5
10 : 0 : 0 : 5.256,13,140,229,20.5
10 : 0 : 0 : 5.320,28,122,198,20.5
10 : 0 : 0 : 5.384,32,106,210,20.5
10 : 0 : 0 : 5.448,26,108,227,20.5
10 : 0 : 0 : 5.512,28,96,233,20.5
10 : 0 : 0 : 5.576,31,85,234,20.5
10 : 0 : 0 : 5.640,34,78,240,20.5
10 : 0 : 0 : 5.704,37,76,242,20.5
10 : 0 : 0 : 5.768,40,84,241,20.5
10 : 0 : 0 : 5.832,40,84,242,20.5
10 : 0 : 0 : 5.896,41,80,240,20.5
10 : 0 : 0 : 5.960,41,78,239,20.5
10 : 0 : 0 : 6.0,40,78,239,20.5
10 : 0 : 0 : 6.64,39,79,239,20.5
10 : 0 : 0 : 6.128,38,83,239,20.5
10 : 0 : 0 : 6.192,36,84,238,20.5
10 : 0 : 0 : 6.256,36,83,238,20.5
10 : 0 : 0 : 6.320,37,82,237,20.5
10 : 0 : 0 : 6.384,37,83,238,20.5
10 : 0 : 0 : 6.448,36,84,238,20.5
10 : 0 : 0 : 6.512,35,84,239,20.5
10 : 0 : 0 : 6.576,36,84,238,20.5
10 : 0 : 0 : 6.640,35,81,238,20.5
10 : 0 : 0 : 6.704,36,85,238,20.5
10 : 0 : 0 : 6.768,35,84,238,20.5
10 : 0 : 0 : 6.832,35,83,238,20.5
10 : 0 : 0 : 6.896,36,83,238,20.5
10 : 0 : 0 : 6.960,36,83,238,20.5
10 : 0 : 0 : 7.0,35,84,238,20.5
10 : 0 : 0 : 7.64,35,85,238,20.5
10 : 0 : 0 : 7.128,35,84,238,20.5
10 : 0 : 0 : 7.192,36,83,238,20.5
10 : 0 : 0 : 7.256,35,84,238,20.5
10 : 0 : 0 : 7.320,35,85,238,20.5
10 : 0 : 0 : 7.384,35,84,238,20.5
10 : 0 : 0 : 7.448,36,82,238,20.5
10 : 0 : 0 : 7.512,37,82,238,20.5
10 : 0 : 0 : 7.576,37,83,238,20.5
10 : 0 : 0 : 7.640,36,84,239,20.5
10 : 0 : 0 : 7.704,35,85,239,20.5
10 : 0 : 0 : 7.768,35,84,238,20.5
10 : 0 : 0 : 7.832,36,82,237,20.5
10 : 0 : 0 : 7.896,37,82,238,20.5
10 : 0 : 0 : 7.960,37,83,239,20.5
10 : 0 : 0 : 8.0,36,84,239,20.5
10 : 0 : 0 : 8.64,36,84,239,20.5
10 : 0 : 0 : 8.128,36,82,238,20.5
10 : 0 : 0 : 8.192,37,82,237,20.5
10 : 0 : 0 : 8.256,37,82,238,20.5
10 : 0 : 0 : 8.320,37,83,239,20.5
10 : 0 : 0 : 8.384,37,83,239,20.5
10 : 0 : 0 : 8.448,36,83,238,20.5
10 : 0 : 0 : 8.512,36,83,238,20.5
10 : 0 : 0 : 8.576,37,82,238,20.5
10 : 0 : 0 : 8.640,37,83,239,20.5
10 : 0 : 0 : 8.704,36,84,239,20.5
10 : 0 : 0 : 8.768,36,83,238,20.5
10 : 0 : 0 : 8.832,37,81,238,20.5
10 : 0 : 0 : 8.896,38,82,238,20.5
10 : 0 : 0 : 9.0,37,83,238,20.5
10 : 0 : 0 : 9.64,36,84,238,20.5
10 : 0 : 0 : 9.128,36,85,238,20.5
10 : 0 : 0 : 9.192,37,82,238,20.5
10 : 0 : 0 : 9.256,38,82,238,20.5
10 : 0 : 0 : 9.320,36,84,238,20.5
10 : 0 : 0 : 9.384,36,85,238,20.5
10 : 0 : 0 : 9.448,37,84,238,20.5
10 : 0 : 0 : 9.512,37,82,238,20.5
10 : 0 : 0 : 9.576,38,80,238,20.5
10 : 0 : 0 : 9.640,38,82,238,20.5
10 : 0 : 0 : 9.704,36,84,238,20.5
10 : 0 : 0 : 9.768,36,86,238,20.5
10 : 0 : 0 : 9.832,37,84,238,20.5
10 : 0 : 0 : 9.896,38,80,238,20.5
10 : 0 : 0 : 9.960,38,81,238,20.5
10 : 0 : 0 : 10.0,37,84,238,20.5
10 : 0 : 0 : 10.64,35,86,238,20.5
10 : 0 : 0 : 10.128,35,85,238,20.5
10 : 0 : 0 : 10.192,37,82,238,20.5
10 : 0 : 0 : 10.256,38,80,237,20.5
10 : 0 : 0 : 10.320,39,80,238,20.5
10 : 0 : 0 : 10.384,38,83,239,20.5
