10 : 0 : 0 : 1.64,201,55,125,18.5
10 : 0 : 0 : 1.128,201,54,126,18.5
10 : 0 : 0 : 1.192,201,55,126,18.5
10 : 0 : 0 : 1.256,201,55,126,18.5
10 : 0 : 0 : 1.320,201,54,124,18.5
10 : 0 : 0 : 1.384,202,55,125,18
10 : 0 : 0 : 1.448,202,55,126,18.5
10 : 0 : 0 : 1.512,199,56,125,18.5
10 : 0 : 0 : 1.576,201,55,126,18.5
10 : 0 : 0 : 1.640,200,54,126,18.5
10 : 0 : 0 : 1.704,201,54,126,18.5
10 : 0 : 0 : 1.768,201,54,126,18.5
10 : 0 : 0 : 1.832,200,54,125,18.5
10 : 0 : 0 : 1.896,200,55,126,18.5
10 : 0 : 0 : 1.960,200,54,125,18.5
10 : 0 : 0 : 1.1024,201,55,126,18.5
10 : 0 : 0 : 2.0,200,54,124,18.5
10 : 0 : 0 : 2.64,202,54,125,18.5
10 : 0 : 0 : 2.128,200,54,126,18.5
10 : 0 : 0 : 2.192,201,55,124,19
10 : 0 : 0 : 2.256,201,55,126,18.5
10 : 0 : 0 : 2.320,200,55,125,18.5
10 : 0 : 0 : 2.384,201,54,125,18.5
10 : 0 : 0 : 2.448,201,54,125,18.5
10 : 0 : 0 : 2.512,201,55,125,18.5
10 : 0 : 0 : 2.576,200,55,125,18.5
10 : 0 : 0 : 2.640,201,54,125,18.5
10 : 0 : 0 : 2.704,200,56,126,19
10 : 0 : 0 : 2.768,200,55,124,18.5
10 : 0 : 0 : 2.832,201,55,124,18
10 : 0 : 0 : 2.896,201,55,126,18.5
10 : 0 : 0 : 2.960,201,54,126,18
10 : 0 : 0 : 3.0,201,55,124,18.5
10 : 0 : 0 : 3.64,200,54,124,18.5
10 : 0 : 0 : 3.128,201,55,125,18
10 : 0 : 0 : 3.192,200,55,125,18.5
10 : 0 : 0 : 3.256,202,55,126,18.5
10 : 0 : 0 : 3.320,201,55,125,18.5
10 : 0 : 0 : 3.384,200,55,125,18.5
10 : 0 : 0 : 3.448,200,56,125,19
10 : 0 : 0 : 3.512,201,55,125,18.5
10 : 0 : 0 : 3.576,201,55,125,19
10 : 0 : 0 : 3.640,200,56,125,18.5
10 : 0 : 0 : 3.704,200,55,125,19
10 : 0 : 0 : 3.768,200,55,125,18.5
10 : 0 : 0 : 3.832,201,55,125,19
10 : 0 : 0 : 3.896,200,55,125,18.5
10 : 0 : 0 : 3.960,201,56,126,18.5
10 : 0 : 0 : 4.0,201,54,124,18.5
10 : 0 : 0 : 4.64,202,54,126,18.5
10 : 0 : 0 : 4.128,201,56,126,18.5
10 : 0 : 0 : 4.192,201,55,124,18.5
10 : 0 : 0 : 4.256,201,55,124,18.5
